Index,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,parking_spaces,total_of_special_requests,y_pred,y_pred_proba,is_canceled,timestamp
1817,City Hotel,63,1,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,1,0,0.48873326627023417,1,2016-05-15
1818,City Hotel,64,0,2,1,0.0,0,BB,CHE,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.3276338415170656,0,2016-05-16
1819,Resort Hotel,101,0,5,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,UNK,382.0,0,Transient,5.2,0,0,1,0.5758324296937023,0,2016-05-16
1820,City Hotel,64,0,2,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.14527957832596983,0,2016-05-16
1821,City Hotel,28,0,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,138.0,UNK,0,Transient,90.0,0,0,0,0.021590219422917944,0,2016-05-16
1822,Resort Hotel,122,2,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,314.0,UNK,0,Transient,83.13,1,0,0,0.005806913290640652,0,2016-05-16
1823,City Hotel,64,0,2,1,0.0,0,BB,DNK,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.286643468114962,0,2016-05-16
1824,City Hotel,64,0,2,1,0.0,0,BB,AUT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.1298156251699342,0,2016-05-16
1825,City Hotel,64,0,2,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.14527957832596983,0,2016-05-16
1826,City Hotel,64,0,2,2,0.0,0,BB,FRA,Corporate,TA/TO,0,0,0,A,A,2,No Deposit,UNK,218.0,0,Transient-Party,140.0,0,1,0,0.16962946852654007,0,2016-05-16
1827,City Hotel,64,0,2,2,0.0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,A,2,No Deposit,UNK,218.0,0,Transient-Party,140.0,0,1,0,0.10351681294002911,0,2016-05-16
1828,City Hotel,64,0,2,1,0.0,0,BB,ITA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.25007518479502033,0,2016-05-16
1829,City Hotel,64,0,2,1,0.0,0,BB,BEL,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.14188577348463718,0,2016-05-16
1830,City Hotel,64,0,2,1,0.0,0,BB,TUR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,1,1,0.5415628304234889,0,2016-05-16
1831,City Hotel,64,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,B,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.20971882371357736,0,2016-05-16
1832,City Hotel,64,0,2,1,0.0,0,BB,ROU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.1298156251699342,0,2016-05-16
1833,City Hotel,42,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,UNK,0,Transient,96.3,0,0,0,0.13034437942459384,0,2016-05-16
1834,City Hotel,64,0,2,1,0.0,0,BB,ZAF,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,1,0.7092764528751427,0,2016-05-16
1835,Resort Hotel,139,2,6,2,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,E,I,0,No Deposit,143.0,UNK,0,Transient,5.25,0,0,0,0.0983044416141788,0,2016-05-16
1836,City Hotel,0,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,UNK,0,Transient,95.94,0,0,1,0.6949853887343634,0,2016-05-16
1837,City Hotel,323,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,UNK,0,Transient-Party,112.0,0,1,0,0.14289319775982692,0,2016-05-16
1838,City Hotel,64,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,1,0.6253238198622155,0,2016-05-16
1839,City Hotel,133,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient-Party,114.3,0,0,0,0.1365462076822987,0,2016-05-16
1840,Resort Hotel,101,0,5,1,0.0,0,BB,ESP,Complementary,Direct,0,0,0,A,A,0,No Deposit,UNK,382.0,0,Transient,0.0,0,0,0,0.21168253367107454,0,2016-05-16
1841,Resort Hotel,0,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,101.0,0,0,1,0.6644777927160178,0,2016-05-16
1842,City Hotel,133,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,UNK,0,Transient-Party,99.9,0,0,0,0.11428314337975903,0,2016-05-16
1843,City Hotel,323,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,UNK,0,Transient-Party,112.0,0,1,0,0.14289319775982692,0,2016-05-16
1844,City Hotel,133,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,UNK,0,Transient-Party,105.3,0,0,0,0.11428314337975903,0,2016-05-16
1845,City Hotel,323,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,UNK,0,Transient-Party,112.0,0,1,0,0.14289319775982692,0,2016-05-16
1846,City Hotel,323,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,UNK,0,Transient-Party,112.0,0,1,0,0.14289319775982692,0,2016-05-16
1847,Resort Hotel,239,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175.0,UNK,0,Transient,63.36,0,0,0,0.008299652421924746,0,2016-05-16
1848,Resort Hotel,165,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,UNK,0,Transient,52.2,0,2,0,0.047163697409850006,0,2016-05-16
1849,City Hotel,64,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.20971882371357736,0,2016-05-16
1850,City Hotel,64,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.20971882371357736,0,2016-05-16
1851,City Hotel,64,0,2,1,0.0,0,BB,RUS,Corporate,TA/TO,0,0,0,A,B,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,1,0.5106460531464277,0,2016-05-16
1852,City Hotel,64,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.20971882371357736,0,2016-05-16
1853,City Hotel,76,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,12,Transient-Party,130.0,0,0,0,0.1214427923185873,0,2016-05-16
1854,City Hotel,323,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,UNK,0,Transient-Party,112.0,0,1,0,0.14289319775982692,0,2016-05-16
1855,City Hotel,8,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,1,0.520370684870367,0,2016-05-16
1856,City Hotel,323,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,UNK,0,Transient-Party,112.0,0,1,0,0.14289319775982692,0,2016-05-16
1857,City Hotel,323,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,UNK,0,Transient-Party,112.0,0,1,0,0.14289319775982692,0,2016-05-16
1858,City Hotel,41,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,143.4,0,1,0,0.20826394252760375,0,2016-05-16
1859,City Hotel,76,0,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,UNK,0,Transient,80.75,0,1,0,0.049688786864875704,0,2016-05-16
1860,City Hotel,64,0,2,1,0.0,0,BB,AUS,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.1298156251699342,0,2016-05-16
1861,Resort Hotel,132,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,UNK,0,Transient,71.7,1,1,0,0.00806083580117091,0,2016-05-16
1862,City Hotel,323,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,3.0,UNK,0,Transient-Party,112.0,0,1,0,0.14289319775982692,0,2016-05-16
1863,Resort Hotel,133,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175.0,UNK,0,Transient,65.36,0,0,0,0.019256033700009972,0,2016-05-16
1864,City Hotel,323,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,UNK,0,Transient-Party,112.0,0,1,0,0.14289319775982692,0,2016-05-16
1865,Resort Hotel,126,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,54.2,0,2,0,0.04674297068896295,0,2016-05-16
1866,City Hotel,82,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9.0,UNK,0,Transient,149.4,0,0,0,0.42230050772133815,0,2016-05-16
1867,Resort Hotel,143,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,UNK,0,Transient,67.4,0,0,0,0.13327353538781084,0,2016-05-16
1868,City Hotel,323,0,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,3.0,UNK,0,Transient-Party,86.0,0,0,0,0.14684964780003115,0,2016-05-16
1869,Resort Hotel,125,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,UNK,0,Transient,41.76,0,0,0,0.010494215975812597,0,2016-05-16
1870,Resort Hotel,92,2,5,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,58.0,0,1,0,0.04674297068896295,0,2016-05-16
1871,Resort Hotel,38,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,7,No Deposit,240.0,UNK,0,Transient,135.0,0,1,0,0.06176915305486944,0,2016-05-16
1872,City Hotel,64,0,2,1,0.0,0,BB,TUR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,1,0.5727887308146322,0,2016-05-16
1873,City Hotel,323,0,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,UNK,0,Transient-Party,86.0,0,0,0,0.14684964780003115,0,2016-05-16
1874,City Hotel,64,0,2,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.14527957832596983,0,2016-05-16
1875,City Hotel,64,0,2,1,0.0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,1,0,0.15473367859977907,0,2016-05-16
1876,Resort Hotel,217,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,UNK,0,Transient,56.96,0,0,0,0.041755190629270425,0,2016-05-16
1877,City Hotel,64,0,2,1,0.0,0,BB,CHE,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.3276338415170656,0,2016-05-16
1878,City Hotel,64,0,2,1,0.0,0,BB,RUS,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,1,0.5106460531464277,0,2016-05-16
1879,Resort Hotel,101,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,UNK,0,Transient,52.56,0,0,0,0.038001594415960877,0,2016-05-16
1880,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1881,Resort Hotel,112,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,94.0,1,1,0,0.024690353712898863,0,2016-05-16
1882,Resort Hotel,40,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,H,0,No Deposit,248.0,UNK,0,Transient-Party,39.0,0,0,0,0.4555393427588715,0,2016-05-16
1883,Resort Hotel,21,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,50.0,0,1,1,0.6398700053052035,0,2016-05-16
1884,Resort Hotel,34,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,104.0,UNK,0,Transient,59.4,0,0,0,0.2093212217777553,0,2016-05-16
1885,Resort Hotel,29,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,UNK,104.0,0,Transient,94.5,0,0,1,0.5337211726086305,0,2016-05-16
1886,Resort Hotel,40,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,B,0,No Deposit,248.0,UNK,0,Transient-Party,46.0,0,0,0,0.08870154840233484,0,2016-05-16
1887,Resort Hotel,14,0,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,UNK,0,Transient,142.0,1,0,0,0.010933264155285694,0,2016-05-16
1888,City Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,UNK,UNK,0,Transient,12.0,0,0,1,0.5734885809632869,1,2016-05-16
1889,Resort Hotel,22,0,1,2,0.0,0,BB,UNK,Direct,Direct,0,0,4,D,D,0,No Deposit,UNK,UNK,0,Transient,87.0,1,0,0,0.017420141159976022,0,2016-05-16
1890,Resort Hotel,40,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,248.0,UNK,0,Transient-Party,46.0,0,0,0,0.08423256581259302,0,2016-05-16
1891,Resort Hotel,40,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,248.0,UNK,0,Transient-Party,46.0,0,0,0,0.08423256581259302,0,2016-05-16
1892,City Hotel,1,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,16,G,G,0,No Deposit,UNK,45.0,0,Transient,0.0,0,1,1,0.6703881006378866,0,2016-05-16
1893,Resort Hotel,1,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,UNK,331.0,0,Transient-Party,63.0,0,0,0,0.49471179473400967,0,2016-05-16
1894,Resort Hotel,1,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,UNK,331.0,0,Transient-Party,63.0,0,0,0,0.49471179473400967,0,2016-05-16
1895,City Hotel,1,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,0,24,D,A,0,No Deposit,UNK,45.0,0,Transient,0.0,0,2,1,0.7049916855005964,0,2016-05-16
1896,Resort Hotel,6,0,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,I,0,No Deposit,UNK,110.0,0,Transient,0.0,0,2,1,0.7995925158117728,0,2016-05-16
1897,Resort Hotel,160,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,251.0,UNK,0,Transient,59.0,0,1,0,0.0417659164404239,0,2016-05-16
1898,City Hotel,81,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,15,E,E,1,Non Refund,UNK,51.0,0,Transient-Party,106.0,0,0,1,0.5790929363692678,0,2016-05-16
1899,Resort Hotel,55,0,1,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,251.0,UNK,0,Transient,59.0,0,0,0,0.15155216389298062,0,2016-05-16
1900,Resort Hotel,40,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,248.0,UNK,0,Transient-Party,46.0,0,0,0,0.08423256581259302,0,2016-05-16
1901,Resort Hotel,40,0,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248.0,UNK,0,Transient-Party,39.0,0,0,0,0.08870154840233484,0,2016-05-16
1902,Resort Hotel,40,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,248.0,UNK,0,Transient-Party,46.0,0,0,0,0.08423256581259302,0,2016-05-16
1903,Resort Hotel,40,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,248.0,UNK,0,Transient-Party,46.0,0,0,0,0.08423256581259302,0,2016-05-16
1904,Resort Hotel,40,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,248.0,UNK,0,Transient-Party,46.0,0,0,0,0.4415432205943529,0,2016-05-16
1905,Resort Hotel,81,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,UNK,UNK,0,Transient,62.0,1,0,0,0.0380153918981298,0,2016-05-16
1906,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1907,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1908,City Hotel,0,0,0,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1909,City Hotel,121,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,9.0,UNK,0,Transient,103.5,1,1,0,0.02209863414334782,0,2016-05-16
1910,City Hotel,53,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,UNK,0,Transient,126.9,0,1,0,0.4823281715530267,0,2016-05-16
1911,City Hotel,9,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,7.0,UNK,0,Transient,106.26,0,1,1,0.6800367952049445,0,2016-05-16
1912,City Hotel,0,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,135.0,0,0,0,0.4032355903244641,0,2016-05-16
1913,City Hotel,0,0,0,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1914,City Hotel,6,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,UNK,0,Transient,90.0,0,0,0,0.034235899111791264,0,2016-05-16
1915,City Hotel,6,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,138.0,UNK,0,Transient,90.0,0,0,0,0.2496611598180326,0,2016-05-16
1916,City Hotel,217,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,95.4,0,0,1,0.8267848901492779,1,2016-05-16
1917,City Hotel,45,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,79.0,UNK,0,Transient,159.12,0,1,1,0.5230589441548369,1,2016-05-16
1918,Resort Hotel,1,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,UNK,270.0,0,Transient,42.0,0,0,1,0.7370343990714988,0,2016-05-16
1919,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1920,City Hotel,0,0,0,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1921,City Hotel,0,0,0,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1922,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1923,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1924,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1925,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1926,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1927,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1928,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1929,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1930,City Hotel,0,0,0,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1931,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1932,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1933,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1934,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1935,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1936,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1937,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1938,City Hotel,0,0,0,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1939,City Hotel,0,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,0.0,0,0,1,0.7761170211652667,0,2016-05-16
1940,City Hotel,323,0,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,UNK,0,Transient-Party,86.0,0,0,0,0.14684964780003115,0,2016-05-16
1941,City Hotel,64,0,2,1,0.0,0,BB,MAR,Corporate,TA/TO,0,0,0,A,F,0,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,0,0.12700145108441763,0,2016-05-16
1942,City Hotel,122,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,103.5,0,1,0,0.33613145148868123,0,2016-05-16
1943,City Hotel,133,1,5,2,0.0,0,BB,CMR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,UNK,0,Transient,85.5,0,0,0,0.12213067805074727,0,2016-05-16
1944,City Hotel,62,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,140.4,0,1,0,0.20826394252760375,0,2016-05-16
1945,City Hotel,101,0,3,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,173.0,UNK,0,Transient,80.75,0,2,0,0.049688786864875704,0,2016-05-16
1946,City Hotel,64,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,UNK,218.0,0,Transient-Party,130.0,0,0,1,0.520370684870367,0,2016-05-16
1947,City Hotel,76,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,9.0,UNK,0,Transient,126.9,0,0,0,0.20408506415680372,0,2016-05-16
1948,City Hotel,0,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,1,No Deposit,UNK,40.0,0,Transient,65.0,0,1,1,0.534181260568794,0,2016-05-16
