Index,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,parking_spaces,total_of_special_requests,y_pred,y_pred_proba,timestamp
21233,City Hotel,62,2,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,155.52,0,1,0,0.44866405685681376,2016-11-05
21234,City Hotel,49,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,157.76,0,2,0,0.2177487463741281,2016-11-05
21235,City Hotel,17,2,3,1,0.0,0,BB,TWN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,112.57,0,1,0,0.0895096323527989,2016-11-05
21236,City Hotel,16,2,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,169.6,0,1,0,0.24550231259985988,2016-11-05
21237,City Hotel,16,2,3,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,155.6,0,2,0,0.21514544241390285,2016-11-05
21238,City Hotel,34,2,3,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,161.5,0,1,0,0.2177487463741281,2016-11-05
21239,City Hotel,209,2,2,1,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient-Party,152.1,0,1,1,0.6922640894213891,2016-11-05
21240,Resort Hotel,41,2,2,2,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,UNK,0,Transient,58.4,1,0,0,0.007475154683683503,2016-11-05
21241,Resort Hotel,74,2,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,147.0,UNK,0,Transient-Party,60.48,0,2,0,0.014955234124856701,2016-11-05
21242,Resort Hotel,49,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,240.0,UNK,0,Transient,64.8,0,3,0,0.04805409966303769,2016-11-05
21243,Resort Hotel,56,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,UNK,0,Transient,42.0,0,2,0,0.13213363829065547,2016-11-05
21244,Resort Hotel,55,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241.0,UNK,0,Transient,46.43,0,0,0,0.07980196375965588,2016-11-05
21245,Resort Hotel,48,2,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,UNK,0,Transient,52.4,0,0,0,0.10756547215020164,2016-11-05
21246,Resort Hotel,39,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,UNK,0,Transient,61.58,0,0,0,0.046808156100048355,2016-11-05
21247,Resort Hotel,66,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,UNK,0,Transient,37.8,0,2,0,0.0745513206143706,2016-11-05
21248,Resort Hotel,74,2,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,147.0,UNK,0,Transient-Party,62.48,0,2,0,0.014955234124856701,2016-11-05
21249,Resort Hotel,25,4,6,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,75.0,UNK,0,Transient,39.6,0,0,0,0.06689809312683093,2016-11-05
21250,City Hotel,106,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,D,A,4,No Deposit,UNK,107.0,0,Transient-Party,103.0,0,0,0,0.45074731045901045,2016-11-05
21251,Resort Hotel,9,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,UNK,UNK,0,Transient,70.56,0,1,0,0.2087062128201268,2016-11-05
21252,City Hotel,202,2,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,6,A,A,1,No Deposit,UNK,72.0,0,Transient,40.0,0,1,0,0.2505384182153252,2016-11-05
21253,Resort Hotel,198,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,242.0,UNK,0,Transient,37.8,0,1,0,0.03418554687270792,2016-11-05
21254,Resort Hotel,27,2,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,55.8,0,2,0,0.06679796156477247,2016-11-05
21255,Resort Hotel,29,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,UNK,0,Transient,37.8,0,1,0,0.09172865193704402,2016-11-05
21256,City Hotel,37,2,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,UNK,0,Transient,125.12,0,0,0,0.2162988773127378,2016-11-05
21257,Resort Hotel,67,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,UNK,0,Transient,55.8,0,2,0,0.054905422337797674,2016-11-05
21258,Resort Hotel,79,2,0,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,88.8,1,2,0,0.006362620623078443,2016-11-05
21259,Resort Hotel,67,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,UNK,0,Transient,57.47,0,2,0,0.054905422337797674,2016-11-05
21260,City Hotel,0,1,0,1,0.0,0,BB,SWE,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,150.0,0,0,0,0.34293832742685343,2016-11-05
21261,Resort Hotel,5,2,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,UNK,0,Transient,52.36,0,1,1,0.5402514761740794,2016-11-05
21262,Resort Hotel,26,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,UNK,0,Contract,68.72,0,0,0,0.031303315763483525,2016-11-05
21263,Resort Hotel,0,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,UNK,0,Transient,54.86,0,0,0,0.11866567249718143,2016-11-05
21264,Resort Hotel,46,2,1,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,314.0,UNK,0,Transient,60.24,0,0,0,0.05219855555773307,2016-11-05
21265,Resort Hotel,41,2,1,2,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,UNK,0,Transient,52.4,0,1,0,0.045242006856149014,2016-11-05
21266,City Hotel,0,1,3,1,0.0,0,BB,BRA,Online TA,TA/TO,1,0,0,A,A,2,No Deposit,86.0,UNK,0,Transient,6.0,0,0,0,0.19870115712549402,2016-11-06
21267,City Hotel,42,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,10.0,UNK,0,Transient,0.0,0,0,1,0.8224114925963762,2016-11-06
21268,Resort Hotel,1,1,0,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,UNK,0,Transient,59.9,1,1,0,0.014148934769994584,2016-11-06
21269,Resort Hotel,5,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,58.5,0,0,1,0.6809172099043039,2016-11-06
21270,City Hotel,10,1,3,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,D,1,No Deposit,UNK,153.0,0,Transient,79.0,0,0,1,0.6090925747083437,2016-11-06
21271,City Hotel,63,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,159.0,UNK,0,Transient,193.68,0,0,0,0.2078695589783374,2016-11-06
21272,City Hotel,42,1,2,2,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,174.25,0,2,0,0.3548965822862861,2016-11-06
21273,City Hotel,40,1,2,1,0.0,0,BB,FRA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,UNK,0,Transient,169.2,0,0,0,0.13772434566962383,2016-11-06
21274,City Hotel,33,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,197.0,0,2,1,0.7853811316969476,2016-11-06
21275,City Hotel,15,1,2,2,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,200.0,0,2,0,0.3548965822862861,2016-11-06
21276,City Hotel,15,1,2,2,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,200.0,0,2,0,0.3548965822862861,2016-11-06
21277,City Hotel,21,1,2,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,210.0,0,1,0,0.20826394252760375,2016-11-06
21278,City Hotel,42,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.11378280887820494,2016-11-06
21279,City Hotel,145,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,174.15,1,2,0,0.03578871320904715,2016-11-06
21280,City Hotel,20,1,3,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,171.13,0,2,0,0.4886091396328768,2016-11-06
21281,City Hotel,21,1,2,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,210.0,0,1,0,0.20826394252760375,2016-11-06
21282,City Hotel,3,1,2,2,0.0,0,SC,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,195.0,0,0,0,0.10074011843375448,2016-11-06
21283,City Hotel,99,1,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,171.9,0,2,0,0.3977632528673088,2016-11-06
21284,City Hotel,45,1,2,1,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,UNK,0,Transient,143.28,0,0,0,0.10037772653229005,2016-11-06
21285,City Hotel,34,1,2,1,0.0,0,BB,SWE,Online TA,GDS,0,0,0,A,A,1,No Deposit,195.0,UNK,0,Transient,138.7,0,0,0,0.059875197178352484,2016-11-06
21286,City Hotel,33,1,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,197.0,0,2,0,0.44866405685681376,2016-11-06
21287,City Hotel,19,1,1,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,K,1,No Deposit,9.0,UNK,0,Transient,6.0,0,0,1,0.6000865853557886,2016-11-06
21288,City Hotel,45,1,2,2,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,UNK,0,Transient,147.6,0,0,0,0.10037772653229005,2016-11-06
21289,City Hotel,99,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,161.1,0,2,0,0.33613145148868123,2016-11-06
21290,City Hotel,24,1,2,1,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,137.83,0,1,0,0.04855548357878782,2016-11-06
21291,City Hotel,63,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,159.0,UNK,0,Transient,193.68,0,0,0,0.2078695589783374,2016-11-06
21292,City Hotel,24,1,2,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,153.23,0,1,0,0.04855548357878782,2016-11-06
21293,City Hotel,18,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,210.0,0,2,0,0.31742791431075756,2016-11-06
21294,City Hotel,56,1,2,1,0.0,0,BB,LVA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,209.0,0,2,0,0.34205001896118226,2016-11-06
21295,City Hotel,60,1,2,1,0.0,0,SC,FRA,Online TA,GDS,0,0,0,E,E,0,No Deposit,195.0,UNK,0,Transient,204.0,0,0,0,0.13933055612701614,2016-11-06
21296,City Hotel,33,1,2,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,197.0,0,2,1,0.6813025584039656,2016-11-06
21297,City Hotel,88,1,3,1,0.0,0,BB,ITA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,UNK,0,Transient,167.4,0,1,0,0.10706790287990736,2016-11-06
21298,City Hotel,168,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,171.9,0,1,0,0.18428856221761872,2016-11-06
21299,City Hotel,30,1,3,1,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,137.83,0,1,0,0.062211503113721235,2016-11-06
21300,City Hotel,53,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,166.0,0,0,0,0.37577930817637273,2016-11-06
21301,City Hotel,88,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,UNK,0,Transient,169.65,0,1,1,0.7321833315211034,2016-11-06
21302,City Hotel,139,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,171.9,0,1,0,0.3977632528673088,2016-11-06
21303,City Hotel,64,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,86.0,UNK,0,Transient,121.72,0,0,0,0.17187963702538595,2016-11-06
21304,City Hotel,103,1,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,B,2,No Deposit,8.0,UNK,0,Transient,188.5,0,2,0,0.056107015362054646,2016-11-06
21305,City Hotel,103,1,3,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,UNK,0,Transient,187.25,0,2,0,0.04974769451118404,2016-11-06
21306,City Hotel,93,1,3,2,0.0,0,BB,GRC,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,356.0,0,Transient,161.15,1,1,0,0.014608126619320993,2016-11-06
21307,City Hotel,74,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,UNK,0,Transient,177.3,0,0,1,0.6866501112449505,2016-11-06
21308,City Hotel,6,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,113.72,0,1,0,0.11311444933517895,2016-11-06
21309,City Hotel,74,1,3,0,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,K,3,No Deposit,9.0,UNK,0,Transient,168.3,0,1,0,0.48291818241005785,2016-11-06
21310,City Hotel,17,1,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,100.73,0,1,0,0.10029861897347793,2016-11-06
21311,City Hotel,0,1,4,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,189.0,0,0,0,0.28648506275316804,2016-11-06
21312,City Hotel,14,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7.0,UNK,0,Transient,122.96,0,1,0,0.06381740332644352,2016-11-06
21313,City Hotel,46,1,5,1,0.0,0,BB,MEX,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,UNK,0,Transient,124.71,0,0,0,0.4323707345089328,2016-11-06
21314,City Hotel,45,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,75.0,0,1,0,0.10691140126162851,2016-11-06
21315,City Hotel,18,1,3,2,0.0,0,SC,IND,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,UNK,0,Transient,66.25,0,0,0,0.42819541773369174,2016-11-06
21316,City Hotel,35,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,UNK,0,Transient,199.0,0,2,0,0.11177458796238582,2016-11-06
21317,City Hotel,33,1,3,1,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,UNK,0,Transient,143.28,0,0,0,0.10037772653229005,2016-11-06
21318,City Hotel,11,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,126.69,0,1,0,0.06735084678975907,2016-11-06
21319,City Hotel,39,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,174.25,0,2,0,0.2177487463741281,2016-11-06
21320,City Hotel,35,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,174.25,0,1,0,0.3298132827942513,2016-11-06
21321,City Hotel,35,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,UNK,0,Transient,199.0,0,2,0,0.11177458796238582,2016-11-06
21322,City Hotel,25,1,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,86.0,UNK,0,Transient,146.2,0,0,0,0.19900034118480756,2016-11-06
21323,City Hotel,66,1,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,179.1,0,2,0,0.2177487463741281,2016-11-06
21324,City Hotel,66,1,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,179.1,0,2,0,0.2177487463741281,2016-11-06
21325,City Hotel,66,1,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,179.1,0,2,0,0.2177487463741281,2016-11-06
21326,City Hotel,103,1,3,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,8.0,UNK,0,Transient,186.0,0,2,0,0.056107015362054646,2016-11-06
21327,City Hotel,8,1,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,120.47,0,1,0,0.4123618775347064,2016-11-06
21328,City Hotel,13,1,1,1,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,134.75,0,1,0,0.052844154643685005,2016-11-06
21329,City Hotel,3,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,UNK,0,Transient,140.0,0,1,0,0.19976557024003627,2016-11-06
21330,City Hotel,26,1,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,153.23,0,1,0,0.10029861897347793,2016-11-06
21331,City Hotel,26,1,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,153.23,0,1,0,0.10029861897347793,2016-11-06
21332,City Hotel,14,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,137.16,0,1,0,0.10869132018814007,2016-11-06
21333,City Hotel,3,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,UNK,0,Transient,140.0,0,1,0,0.19976557024003627,2016-11-06
21334,City Hotel,3,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,UNK,0,Transient,140.0,0,1,0,0.19976557024003627,2016-11-06
21335,City Hotel,3,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,UNK,0,Transient,140.0,0,1,0,0.19976557024003627,2016-11-06
21336,City Hotel,14,1,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,189.5,0,1,0,0.2177487463741281,2016-11-06
21337,City Hotel,3,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,UNK,0,Transient,140.0,0,1,0,0.19976557024003627,2016-11-06
21338,City Hotel,7,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,215.0,0,1,0,0.3708794444732115,2016-11-06
21339,City Hotel,18,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,7.0,UNK,0,Transient,0.0,0,1,1,0.6148902649728701,2016-11-06
21340,City Hotel,32,1,0,2,0.0,0,SC,PRT,Complementary,TA/TO,0,0,0,D,E,1,No Deposit,83.0,UNK,0,Transient,0.0,0,1,1,0.5847162517216783,2016-11-06
21341,City Hotel,6,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,197.0,0,0,0,0.35837427751938283,2016-11-06
21342,City Hotel,14,1,0,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7.0,UNK,0,Transient,142.64,0,1,0,0.09652828570148247,2016-11-06
21343,City Hotel,31,1,0,1,0.0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,85.0,UNK,0,Transient,63.0,0,0,0,0.0977990966256883,2016-11-06
21344,City Hotel,21,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,200.0,0,1,0,0.17670065412868513,2016-11-06
21345,City Hotel,62,1,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,UNK,0,Transient,143.2,0,0,0,0.11061391312088423,2016-11-06
21346,City Hotel,34,1,2,1,0.0,0,BB,DEU,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,UNK,0,Transient,169.2,0,0,0,0.07690164376132308,2016-11-06
21347,City Hotel,12,1,2,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,134.75,0,1,0,0.11311444933517895,2016-11-06
21348,City Hotel,21,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,200.0,0,1,0,0.17670065412868513,2016-11-06
21349,City Hotel,34,1,2,1,0.0,0,BB,DEU,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,UNK,0,Transient,169.2,0,0,0,0.07690164376132308,2016-11-06
21350,City Hotel,11,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,205.0,0,2,0,0.38417654614140584,2016-11-06
21351,City Hotel,63,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,159.0,UNK,0,Transient,193.68,0,0,0,0.2078695589783374,2016-11-06
21352,City Hotel,27,1,2,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,UNK,0,Transient-Party,195.0,0,0,0,0.05855152674079805,2016-11-06
21353,City Hotel,41,1,2,1,0.0,0,BB,ESP,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,UNK,0,Transient,169.2,0,0,0,0.09242002529136506,2016-11-06
21354,City Hotel,27,1,2,1,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,361.0,0,Transient-Party,195.0,0,0,0,0.04926128125104653,2016-11-06
21355,City Hotel,34,1,2,1,0.0,0,BB,ARG,Online TA,GDS,0,0,0,A,A,1,No Deposit,195.0,UNK,0,Transient,147.93,0,0,0,0.2783574723361586,2016-11-06
21356,City Hotel,90,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,171.9,0,1,1,0.7481145401482696,2016-11-06
21357,City Hotel,82,1,2,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,133.98,0,1,0,0.07301230096311132,2016-11-06
21358,City Hotel,40,1,2,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,135.33,0,1,0,0.04855548357878782,2016-11-06
21359,City Hotel,75,1,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,83.0,UNK,0,Transient,157.25,0,3,1,0.548963678903432,2016-11-06
21360,City Hotel,95,1,2,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,185.4,0,1,0,0.33036634910963975,2016-11-06
21361,Resort Hotel,97,3,6,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75.0,UNK,0,Transient,64.6,0,0,0,0.050738809217648305,2016-11-06
21362,Resort Hotel,28,1,0,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,42.0,0,1,0,0.05697410079738166,2016-11-06
21363,Resort Hotel,0,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6607333139543142,2016-11-06
21364,Resort Hotel,22,1,1,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient-Party,61.0,1,1,0,0.005535339455006884,2016-11-06
21365,Resort Hotel,22,1,1,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient-Party,60.0,0,1,0,0.03934172513680416,2016-11-06
21366,Resort Hotel,0,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6607333139543142,2016-11-06
21367,Resort Hotel,3,1,1,1,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,C,1,No Deposit,UNK,302.0,0,Transient,0.0,1,1,0,0.02038250965833386,2016-11-06
21368,Resort Hotel,3,1,1,1,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,C,1,No Deposit,UNK,302.0,0,Transient,0.0,0,1,0,0.4973317735787353,2016-11-06
21369,Resort Hotel,7,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,UNK,0,Transient,57.97,1,1,0,0.0076067177264431875,2016-11-06
21370,Resort Hotel,146,6,15,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,75.0,UNK,0,Transient,70.6,1,2,0,0.00680047663513059,2016-11-06
